Keyword,Count,Percentage
"entitlement for a recurrence",4,0.03
"lateral flexion",4,0.03
"hip pain",4,0.03
"complaints",4,0.03
"threshold",4,0.03
"atrophy",4,0.03
"trailers",4,0.03
"gangrene",4,0.03
"caseworker",4,0.03
"dry mouth",4,0.03
"shipper receiver",4,0.03
"machinery",4,0.03
"ulnar neuritis",4,0.03
"pre-existing condition prolonged",4,0.03
"divisible",4,0.03
"soft tissue injury",4,0.03
"states that the worker",4,0.03
"falls",4,0.03
"identified",4,0.03
"worker s psychological condition",4,0.03
"increase",4,0.03
"nerve root impingement",4,0.03
"brace",4,0.03
"co-workers",4,0.03
"platform",4,0.03
"material handler",4,0.03
"employment with the accident employer",4,0.03
"flare-ups",4,0.03
"negligence",4,0.03
"injury-related wage loss",4,0.03
"bas du dos",4,0.03
"supplément",4,0.03
"entitlement for the left knee",4,0.03
"medical information",4,0.03
"sister",4,0.03
"hardware",4,0.03
"painter",4,0.03
"worker s left shoulder",4,0.03
"worker s request for reconsideration",4,0.03
"osteomyelitis",4,0.03
"tailbone",4,0.03
"disc protrusions",4,0.03
"bilateral shoulder injury",4,0.03
"seat",4,0.03
"post-traumatic osteoarthritis",4,0.03
"disc extrusion",4,0.03
"six-month deadline",4,0.03
"driver",4,0.03
"agreement",4,0.03
"cauda equina syndrome",4,0.03
"metatarsal",4,0.03
"pre",4,0.03
"literacy",4,0.03
"procedural fairness",4,0.03
"wrist fracture",4,0.03
"examination for discovery",4,0.03
"unusual physical exertion",4,0.03
"staff",4,0.03
"medication",4,0.03
"diagnosed",4,0.03
"daughter",4,0.03
"noise-induced hearing loss",4,0.03
"lésion",4,0.03
"offered",4,0.03
"fainted",4,0.03
"confidentiality",4,0.03
"services",4,0.03
"coccyx",4,0.03
"spinal",4,0.03
"déficience",4,0.03
"public transit",4,0.03
"buses",4,0.03
"impingement syndrome",4,0.03
"silicosis",4,0.03
"spirometry",4,0.03
"tools",4,0.03
"trauma",4,0.03
"épaule gauche",4,0.03
"prestations",4,0.03
"ongoing entitlement to benefits",4,0.03
"wrist pain",4,0.03
"bricklayer",4,0.03
"entitled to a non-economic loss",4,0.03
"initial entitlement to benefits",4,0.03
"events",4,0.03
"procedural",4,0.03
"pre-injury employment",4,0.03
"mopping",4,0.03
"nasal",4,0.03
"advised",4,0.03
"sessions",4,0.03
"adjustment",4,0.03
"formulary",4,0.03
"clinic",4,0.03
"stressors",4,0.03
"voluntarily under-employed",4,0.03
"vibration",4,0.03
"meat",4,0.03
"coworker",4,0.03
"sexual dysfunction",4,0.03
"migraine headaches",4,0.03
"pre-existing left knee condition",4,0.03
"audiograms",4,0.03
"facial disfigurement",4,0.03
"work-related psychological condition",4,0.03
"post-injury earnings",4,0.03
"cleaner",4,0.03
"neural foraminal narrowing",4,0.03
"entitlement to psychotraumatic disability",4,0.03
"request to withdraw",4,0.03
"entitlement to medical cannabis",4,0.03
"pain symptoms",4,0.03
"upper extremities",4,0.03
"transferrable",4,0.03
"pre-existing pathology",4,0.03
"box",4,0.03
"work-related right shoulder injury",4,0.03
"bilateral elbow",4,0.03
"subacromial impingement",4,0.03
"challenge",4,0.03
"shoulder surgery",4,0.03
"records that the worker",4,0.03
"impingement",4,0.03
"minimum wage on a part-time",4,0.03
"bending",4,0.03
"father",4,0.03
"compensable psychological impairment",4,0.03
"retroactivity",4,0.03
"work-related stressors",4,0.03
"conductive",4,0.03
"review date",4,0.03
"lumbar strain",4,0.03
"supraspinatus tear",4,0.03
"dump truck",4,0.03
"manager",4,0.03
"firefighting",4,0.03
"plant",4,0.03
"report advised that the worker",4,0.03
"concussion symptoms",4,0.03
"farm",4,0.03
"meralgia paresthetica",4,0.03
"allowance",4,0.03
"median nerve",4,0.03
"swelling",4,0.03
"entitlement for a permanent impairment",4,0.03
"kneeling",4,0.03
"door",4,0.03
"bus driver",4,0.03
"earning minimum wage",4,0.03
"batch",4,0.03
"work-related injuring process",4,0.03
"remain off work",4,0.03
"report noted that the worker",4,0.03
"ring finger",4,0.03
"disturbances",4,0.03
"ability to work part-time hours",4,0.03
"elective",4,0.03
"withdraw",4,0.03
"nose",4,0.03
"stair lift",4,0.03
"isocyanates",4,0.03
"tendinitis",4,0.03
"non-compensable stressors",4,0.03
"teacher",4,0.03
"repetitive strain injuries",4,0.03
"health care providers",4,0.03
"digit",4,0.03
"six-month time limit for appealing",4,0.03
"erectile dysfunction",4,0.03
"regarding",4,0.03
"self-serve gas bar attendant",4,0.03
"client",4,0.03
"post-traumatic headaches",4,0.03
"retinal tear",4,0.03
"roofing",4,0.03
"return to his pre-injury",4,0.03
"conjugal relationship",4,0.03
"nightmares",4,0.03
"pre-existing psychological conditions",4,0.03
"preinjury",4,0.03
"tennis elbow",4,0.03
"work-related neck injury",4,0.03
"scapholunate ligament",4,0.03
"level",4,0.03
"non-work-related conditions",4,0.03
"time extension application",4,0.03
"shoulder injuries",4,0.03
"roughly",4,0.03
"store",4,0.03
"sensory deficit",4,0.03
"production",4,0.03
"post-concussion",4,0.03
"studies",4,0.03
"lateral femoral condyle",4,0.03
"totes",4,0.03
"pre-existing fibromyalgia",4,0.03
"ability to work part-time",4,0.03
"retail salesperson",4,0.03
"withdrawing",4,0.03
"potential downside risk",4,0.03
"adverse",4,0.03
"fight",4,0.03
"thumb injury",4,0.03
"alcohol",4,0.03
"eye cataract",4,0.03
"tendency to avoid anxiety-creating situations",4,0.03
"work-related low",4,0.03
"workplace duties",4,0.03
"general labour market",4,0.03
"bladder",4,0.03
"cortisone injection",4,0.03
"skid",4,0.03
"person would perceive as egregious",4,0.03
"bin",4,0.03
"psychotraumatic disability policy",4,0.03
"laryngeal cancer",4,0.03
"entitlement for a left shoulder",4,0.03
"observers",4,0.03
"entitlement for tinnitus",4,0.03
"ppm",4,0.03
"hip labral tear",4,0.03
"earnings benefits",4,0.03
"reconsideration process",4,0.03
"hour shifts",4,0.03
"inclusive",4,0.03
"practice directive",4,0.03
"adverse reaction",4,0.03
"brain",4,0.03
"non-work-related change",4,0.03
"multiple myeloma",4,0.03
"physical",4,0.03
"severe",4,0.03
"filing",4,0.03
"compensable psychological condition",4,0.03
"cirrhosis",4,0.03
"concussion injury",4,0.03
"relevant non-occupational diagnosis",4,0.03
"worker filed an on-time",4,0.03
"literature",4,0.03
"benefits entitlement",4,0.03
"modified duties offered",4,0.03
"medical reports",4,0.03
"virus",4,0.03
"entitlement denied | workplace health and safety",4,0.03
"full loe benefits awarded | workplace health and safety",4,0.03
"appeal denied | labour and employment",4,0.03
"rubber industry",3,0.03
"tray",3,0.03
"bins",3,0.03
"desk",3,0.03
"psychotraumatic condition",3,0.03
"prorogation",3,0.03
"worker s former representative",3,0.03
"notes",3,0.03
"benefits based on her ability",3,0.03
"full-time",3,0.03
"worker s short-term average earnings",3,0.03
"worker s testimony",3,0.03
"video surveillance evidence",3,0.03
"bilateral plantar fasciitis",3,0.03
"tasks",3,0.03
"carpal boss",3,0.03
"worker s left wrist",3,0.03
"parking lot attendant",3,0.03
"worker s estate",3,0.03
"entitlement to reimbursement",3,0.03
"rib fracture",3,0.03
"customer service representative",3,0.03
"business activity",3,0.03
"website",3,0.03
"ganglion cyst",3,0.03
"orthopedic surgeon",3,0.03
"orthotics",3,0.03
"footwear",3,0.03
"cardboard",3,0.03
"schizophrenia",3,0.03
"scaffold",3,0.03
"xerostomia",3,0.03
"arms",3,0.03
"non-organic conditions",3,0.03
"meniscus tear",3,0.03
"moderate severity",3,0.03
"eye retinal detachment",3,0.03
"lock-in",3,0.03
"machine operator",3,0.03
"individual",3,0.03
"worker s functional abilities",3,0.03
"foreign body",3,0.03
"non-compensable motor vehicle accident",3,0.03
"burn",3,0.03
"indicates the worker",3,0.03
"findings",3,0.03
"production clerk",3,0.03
"pre-existing condition that prolonged",3,0.03
"contact dermatitis",3,0.03
"feet",3,0.03
"reimbursement for medical marijuana",3,0.03
"percentile",3,0.03
"worker s pain",3,0.03
"gradual onset disablement injury",3,0.03
"compartment",3,0.03
"work-related activity",3,0.03
"full-thickness tear",3,0.03
"snow",3,0.03
"post-hearing memorandum",3,0.03
"umbilical",3,0.03
"mail",3,0.03
"upgrading",3,0.03
"limping",3,0.03
"poignet",3,0.03
"expected to cause",3,0.03
"gains",3,0.03
"stenosing tenosynovitis",3,0.03
"compensable low back impairment",3,0.03
"transitional provisions",3,0.03
"motion",3,0.03
"knee as a secondary condition",3,0.03
"meniscectomy",3,0.03
"cement",3,0.03
"hernie discale",3,0.03
"parking",3,0.03
"congenital",3,0.03
"graduated",3,0.03
"rash",3,0.03
"spotter",3,0.03
"pulmonary function",3,0.03
"worker s long-term earnings basis",3,0.03
"time limits",3,0.03
"colon cancer",3,0.03
"gastro-intestinal",3,0.03
"jaw",3,0.03
"cysts",3,0.03
"relevance is outweighed",3,0.03
"pursuing",3,0.03
"psychovocational assessment",3,0.03
"dermatitis",3,0.03
"optional",3,0.03
"peroneal",3,0.03
"lymphoma",3,0.03
"breast reduction surgery",3,0.03
"thyroid cancer",3,0.03
"tendons",3,0.03
"psycho-vocational report",3,0.03
"incontinence",3,0.03
"independent living allowance",3,0.03
"hotel",3,0.03
"food",3,0.03
"urinary tract infection",3,0.03
"shoveling snow",3,0.03
"work placement",3,0.03
"temporary",3,0.03
"funding for medical marijuana",3,0.03
"opioids",3,0.03
"benzene exposure",3,0.03
"solvents",3,0.03
"bakery",3,0.03
"acromioplasty",3,0.03
"facet arthrosis",3,0.03
"hyperacusis",3,0.03
"interest",3,0.03
"audit",3,0.03
"physiotherapy treatment",3,0.03
"massage",3,0.03
"bone conduction values",3,0.03
"foundry",3,0.03
"empyema",3,0.03
"worker s pre-accident",3,0.03
"facsimile",3,0.03
"non-compensable accident",3,0.03
"sternoclavicular joint",3,0.03
"work full-time",3,0.03
"six-month time period",3,0.03
"compensable injuries",3,0.03
"carbon monoxide",3,0.03
"office",3,0.03
"dietary aide",3,0.03
"pharmacy",3,0.03
"olecranon bursitis",3,0.03
"scoliosis",3,0.03
"permanent disability pension",3,0.03
"event",3,0.03
"granted",3,0.03
"significant contribution",3,0.03
"pre-existing impairment",3,0.03
"direct entry",3,0.03
"crane operator",3,0.03
"noise-induced sensorineural hearing loss",3,0.03
"accumulated investment income",3,0.03
"contributions",3,0.03
"janitor",3,0.03
"dysfunction",3,0.03
"ulcerative colitis",3,0.03
"doctrine",3,0.03
"chickens",3,0.03
"temporary partial disability benefits",3,0.03
"text messages",3,0.03
"partner",3,0.03
"bookkeeper",3,0.03
"prescribed rating schedule",3,0.03
"von",3,0.03
"hardware store",3,0.03
"infraspinatus",3,0.03
"trigger point injections",3,0.03
"drug formulary",3,0.03
"bruxism",3,0.03
"one-year-prior time period",3,0.03
"one-month delay",3,0.03
"programme",3,0.03
"inventory",3,0.03
"temporary disability benefits",3,0.03
"numbness",3,0.03
"sheet metal",3,0.03
"chemical",3,0.03
"fainting episode",3,0.03
"category",3,0.03
"temporomandibular joint",3,0.03
"post-traumatic arthritis",3,0.03
"irritable larynx syndrome",3,0.03
"ears",3,0.03
"psychotraumatic disability benefits",3,0.03
"percentage",3,0.03
"based on entry-level wages",3,0.03
"pre-accident",3,0.03
"modified job",3,0.03
"foot stress fracture",3,0.03
"diplopia",3,0.03
"sexual assault",3,0.03
"chiropractic",3,0.03
"intent to object",3,0.03
"custodian",3,0.03
"tibial plateau fracture",3,0.03
"shock",3,0.03
"genou",3,0.03
"abdominal wall",3,0.03
"lower back pain",3,0.03
"return to gainful employment",3,0.03
"ulcer",3,0.03
"texted",3,0.03
"worksite",3,0.03
"neurological deficits",3,0.03
"diesel",3,0.03
"flour",3,0.03
"contemporaneous",3,0.03
"estoppel",3,0.03
"surgeries",3,0.03
"decompression",3,0.03
"pump truck",3,0.03
"long-term average earnings rate",3,0.03
"x-ray report",3,0.03
"respirable",3,0.03
"compulsorily covered",3,0.03
"payroll",3,0.03
"hoist",3,0.03
"travelling",3,0.03
"personal care",3,0.03
"therapy",3,0.03
"jambe gauche",3,0.03
"bicipital tenosynovitis",3,0.03
"decibels",3,0.03
"union",3,0.03
"lupus",3,0.03
"non-economic loss assessment",3,0.03
"husband",3,0.03
"cellulitis",3,0.03
"hostess",3,0.03
"material change",3,0.03
"election",3,0.03
"bronchiectasis",3,0.03
"lunch",3,0.03
"facet",3,0.03
"grams",3,0.03
"re-enter the labour market",3,0.03
"eyes",3,0.03
"work-related impairment disability",3,0.03
"hip replacement",3,0.03
"partnership",3,0.03
"internship",3,0.03
"job search",3,0.03
"premiums",3,0.03
"post-concussion headaches",3,0.03
"medical documentation",3,0.03
"prorogation du délai",3,0.03
"groin pain",3,0.03
"bed",3,0.03
"addiction",3,0.03
"arthrosis",3,0.03
"painting",3,0.03
"pneumonia",3,0.03
"indicated",3,0.03
"paint",3,0.03
"mask",3,0.03
"optional insurance",3,0.03
"big toe",3,0.03
"learner",3,0.03
"devices",3,0.03
"workload",3,0.03
"blanching",3,0.03
"ligament",3,0.03
"spondylolytic spondylolisthesis",3,0.03
"post-traumatic stress",3,0.03
"adjudication",3,0.03
"instability",3,0.03
"work re-integration",3,0.03
"rate group",3,0.03
"adenocarcinoma",3,0.03
"hydrotherapy",3,0.03
"modifications",3,0.03
"settlement",3,0.03
"pre-existing low",3,0.03
"entitled to partial benefits based",3,0.03
"sensory",3,0.03
"diabetes mellitus",3,0.03
"renal cancer",3,0.03
"skin disorder",3,0.03
"platinum sensitization",3,0.03
"altered gait",3,0.03
"work-related injury disease impacts",3,0.03
"work transition",3,0.03
"alcohol use disorder",3,0.03
"future",3,0.03
"shoulder labral tear",3,0.03
"entitlement for a right knee",3,0.03
"adjustment disorder",3,0.03
"ankle foot",3,0.03
"complex integrated cerebral",3,0.03
"injection",3,0.03
"ulnocarpal abutment",3,0.03
"underemployed",3,0.03
"paper",3,0.03
"ankle pain",3,0.03
"pre-existing conditions pre-accident disabilities",3,0.03
"secondary conditions",3,0.03
"business activities",3,0.03
"hospitalization",3,0.03
"conveyor belt",3,0.03
"smoke",3,0.03
"splint",3,0.03
"whole person impairment",3,0.03
"organic injuries",3,0.03
"occipital neuralgia",3,0.03
"pre-existing cardiac condition",3,0.03
"noise induced hearing loss",3,0.03
"entry-level earnings",3,0.03
"pre-existing shoulder",3,0.03
"worsened",3,0.03
"bilateral shoulder injuries",3,0.03
"cubital tunnel",3,0.03
"pre-existing right knee condition",3,0.03
"barred",3,0.03
"self-represented",3,0.03
"vestibular",3,0.03
"syncopal episode",3,0.03
"interpersonal",3,0.03
"brachial plexus injury",3,0.03
"pre-recurrence earnings",3,0.03
"dissection",3,0.03
"entitlement for a psychotraumatic disability",3,0.03
"diagnoses",3,0.03
"escort",3,0.03
"medical appointments",3,0.03
"tearing",3,0.03
"hose",3,0.03
"forms",3,0.03
"shoulder tendonitis",3,0.03
"permanent psychotraumatic disability",3,0.03
"return to work process",3,0.03
"ability to earn minimum wages",3,0.03
"bilateral hip osteoarthritis",3,0.03
"chest wall",3,0.03
"days",3,0.03
"transfer",3,0.03
"long-term disability benefits",3,0.03
"stabilized",3,0.03
"full-time work",3,0.03
"questionnaire",3,0.03
"deficits",3,0.03
"family",3,0.03
"intent to object form",3,0.03
"resident",3,0.03
"knee sprain",3,0.03
"patella",3,0.03
"psychiatrist",3,0.03
"arachnoid cyst",3,0.03
"kyphosis",3,0.03
"weeks",3,0.03
"substantial connection",3,0.03
"healthcare providers",3,0.03
"impairment measured",3,0.03
"mobility",3,0.03
"wilful misconduct",3,0.03
"cell phone",3,0.03
"designated condition",3,0.03
"initial entitlement for a low",3,0.03
"breaks",3,0.03
"motorcycle",3,0.03
"friend",3,0.03
"crutches",3,0.03
"respirologist",3,0.03
"foam",3,0.03
"formaldehyde",3,0.03
"worker was unable to work",3,0.03
"adjustment disorder with mixed anxiety",3,0.03
"owner-operator",3,0.03
"voice",3,0.03
"inmate",3,0.03
"hours per shift",3,0.03
"visual acuity",3,0.03
"vision therapy",3,0.03
"traumatic event",3,0.03
"hypothyroidism",3,0.03
"courses",3,0.03
"history",3,0.03
"gastritis",3,0.03
"systemic amyloidosis",3,0.03
"oxide",3,0.03
"climbing",3,0.03
"concurrent",3,0.03
"arguably relevant",3,0.03
"seized",3,0.03
"occupational exposure to asbestos",3,0.03
"ongoing impairment",3,0.03
"clutch",3,0.03
"arachnoiditis",3,0.03
"volunteer firefighter",3,0.03
"worker has initial entitlement",3,0.03
"mandatory",3,0.03
"subpoenas",3,0.03
"severity than a normal person",3,0.03
"hip osteoarthritis",3,0.03
"subject to further statutory reviews",3,0.03
"holistic approach",3,0.03
"work-related psychotraumatic disability",3,0.03
"foot ankle",3,0.03
"pre-existing condition for the purposes",3,0.03
"cadmium",3,0.03
"dose",3,0.03
"conventional treatments",3,0.03
"rescheduled",3,0.03
"hernias",3,0.03
"constitutional",3,0.03
"bilateral epicondylitis",3,0.03
"truss",3,0.03
"medial compartment",3,0.03
"settled",3,0.03
"administrative error",3,0.03
"disclosure",3,0.03
"microbreaks",3,0.03
"pre-injury hours",3,0.03
"long-term benefits",3,0.03
"chlorinated solvents",3,0.03
"co-applicant",3,0.03
"responders",3,0.03
"assurance contre les accidents",3,0.03
"trucks",3,0.03
"work-related concussion",3,0.03
"rating schedule",3,0.03
"pre-existing condition was moderate",3,0.03
"stool",3,0.03
"updates",3,0.03
"migrant",3,0.03
"pre-existing degenerative condition",3,0.03
"on-time appeal find",3,0.03
"criteria",3,0.03
"chondrosis",3,0.03
"carpenter",3,0.03
"documented",3,0.03
"rebuttable presumption",3,0.03
"scents",3,0.03
"worker returned to his pre-accident",3,0.03
"upper back strain",3,0.03
"worker doesn t have entitlement",3,0.03
"chemicals",3,0.03
"specialist",3,0.03
"permanent restrictions",3,0.03
"latency",3,0.03
"one-half months after the expiry",3,0.03
"summonses",3,0.03
"pre-existing anxiety",3,0.03
"ppea",3,0.03
"shoulder sprain strain",3,0.03
"liver",3,0.03
"preinjury job",3,0.03
"building",3,0.03
"return to work plan",3,0.03
"pre-accident duties",3,0.03
"footnote omitted",3,0.03
"sexual harassment",3,0.03
"worker reached maximum medical recovery",3,0.03
"isn",3,0.03
"relevant to the employer",3,0.03
"neural foraminal stenosis",3,0.03
"loss of earnings benefits",3,0.03
"expert evidence",3,0.03
"appeal dismissed | workplace health and safety",3,0.03
"benefit of the doubt",3,0.03
"tribunal practice",3,0.03
"wsia, s. 43",3,0.03
"loss of earnings (loe)",3,0.03
"recurrences",3,0.03
"appeal allowed | workplace health and safety",3,0.03
"labour and employment",3,0.03
"typo",2,0.02
"updated entry level wages",2,0.02
"worker s occupational exposures",2,0.02
"worker s lung cancer",2,0.02
